ProtossPylon,ProtossSecondPylon,ProtossFirstGas,ProtossSecondGas,ProtossFirstExpansion,ProtossSecondExpansion,ProtossThirdExpansion,ProtossFourthExpansion,ProtossGateway,ProtossSecondGatway,ProtossThirdGatway,ProtossFourthGatway,ProtossCore,ProtossZealot,ProtossGoon,ProtossRange,ProtossForge,ProtossCannon,ProtossGroundWeapons1,ProtossGroundArmor1,ProtossShields1,ProtossGroundWeapons2,ProtossGroundArmor2,ProtossShields2,ProtossCitadel,ProtossLegs,ProtossArchives,ProtossTemplar,ProtossArchon,ProtossStorm,ProtossDarkTemplar,ProtossDarkArchon,ProtossMaelstorm,ProtossRoboBay,ProtossShuttle,ProtossShuttleSpeed,ProtossRoboSupport,ProtossReavor,ProtossReavorDamage,ProtossReavorCapacity,ProtossObservory,ProtossObs,ProtossStargate,ProtossCorsair,ProtossDisruptionWeb,ProtossFleetBeason,ProtossCarrier,ProtossCarrierCapacity,ProtossTribunal,ProtossArbitor,ProtossStatis,ProtossRecall,ProtossAirWeapons1,ProtossAirArmor1,ProtossAirWeapons2,ProtossAirArmor2,midBuild
1225,3485,2490,14575,8660,13405,16075,0,1985,6175,12200,12755,3160,12680,4215,8500,11620,15470,12485,0,0,12725,0,0,5020,13930,6085,0,0,12095,7145,0,0,9115,10675,0,0,0,0,0,10480,11190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1170,3180,4930,15835,12590,17000,21315,30555,1905,2590,7785,15730,5260,2935,6360,7475,15800,17210,16585,0,0,24770,0,0,14230,16460,20345,21715,22950,0,0,0,0,7120,10095,0,0,0,0,0,8615,9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1210,3535,2305,19845,10525,14200,19100,23845,1875,8245,10775,23755,2925,7215,3955,6505,19175,22230,23985,0,0,0,0,0,24525,25575,0,0,0,0,0,0,0,4345,5660,9100,8515,17530,0,0,5830,6615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1220,3540,2505,17900,6485,11010,19880,23640,2020,7920,8545,12225,3195,11450,4355,4230,13820,15185,15400,20160,25880,20155,25260,0,13265,15575,17830,22240,0,19090,21585,0,0,7120,12255,0,0,0,0,0,8615,9605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1235,4025,2385,0,9175,0,0,0,2015,8770,10860,11780,3185,11085,4315,4180,0,0,0,0,0,0,0,0,10825,12485,0,0,0,0,0,0,0,6285,7665,0,7690,8670,0,0,9760,10655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1280,3870,2635,13110,11325,21010,21390,32440,2025,4845,12270,13225,3500,3080,4490,5180,16815,17740,18585,20180,39270,23935,24515,0,7420,12760,8570,19570,35275,20135,10035,0,0,9925,16325,0,0,0,0,0,11630,12870,22975,0,0,24700,26270,26570,0,0,0,0,27200,0,0,0,FastDT
1235,3770,2715,10335,6650,12850,13300,19325,2090,7265,7940,11530,3385,12020,4395,4375,21015,22605,0,0,24380,0,0,31650,19200,20935,34985,39195,45335,39170,39920,0,0,7630,12065,0,0,0,0,0,10580,13095,24365,0,0,26745,28200,30410,38575,40435,0,40395,29880,0,36220,0,FastExpand
1195,3480,2510,9570,6480,11455,13370,15670,1930,7810,8985,10000,3060,10230,4390,4260,10835,15430,11990,15090,32580,19690,19700,0,9300,10480,12290,14645,21990,14610,19125,0,0,7275,11635,19680,14525,0,0,0,8965,9505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1320,3580,2410,15795,10995,17900,18870,30430,1995,7450,16025,17865,3160,4150,4975,10310,13860,14910,15725,0,0,19040,0,0,21405,22645,23895,25030,0,25075,0,0,0,4685,6090,8095,6390,7060,0,0,9655,24425,34830,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1270,3650,2550,14735,9685,11135,17645,20685,2005,8420,10480,13100,3125,12145,4305,4125,14470,15175,15190,0,0,19260,0,0,11835,12930,14275,15510,21085,15855,16395,0,0,6905,18885,0,0,0,0,0,8315,9060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1240,3605,2625,0,0,0,0,0,2025,6610,11225,0,3135,9950,4195,5130,7570,0,8385,0,0,0,0,0,10030,11260,0,0,0,0,0,0,0,5755,9320,0,0,0,0,0,7175,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1215,3760,2380,31605,9585,16130,18945,20100,1985,9975,12005,12610,3100,14845,4445,6185,16980,19375,0,0,19430,0,0,23995,14075,15370,22885,0,0,0,0,0,0,5455,8160,0,8230,8810,0,0,6915,7570,22845,0,0,0,0,0,25920,28115,38565,28135,0,0,0,0,FastObs
1270,3655,2640,14885,7720,21060,22940,0,2070,8220,11195,11705,3175,3200,4205,9695,17600,19015,19030,0,0,0,0,0,10535,11550,13295,20840,0,20900,18830,0,0,8625,10590,0,0,0,0,0,9995,10550,13265,0,0,0,0,0,14565,16075,0,16105,0,0,0,0,FastExpand
1245,3740,2560,12365,10815,17815,20150,23420,2100,7790,13935,14260,3285,21905,4430,4345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5835,7245,8100,7285,8175,0,0,9170,9765,11430,0,0,13780,15445,16275,0,0,0,0,18225,0,23545,0,ReaverDrop
1165,3445,2355,29345,10895,17350,17705,23615,2045,8955,12795,13760,3210,13045,4220,6880,19065,20375,20880,22135,22100,25785,26195,0,15275,16790,21240,0,0,0,29965,0,0,4620,7410,0,5970,6535,0,0,11045,11880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1242,3778,2514,13178,9730,14524,17122,18560,2056,7390,10668,10906,3238,10046,4426,4324,7550,8322,14560,21058,27634,20090,25372,0,5172,10072,6250,14152,15606,17222,7358,0,0,15260,16712,0,0,0,0,0,16746,17434,16158,0,0,17368,18402,18426,0,0,0,0,18446,0,22532,0,FastDT
1270,3864,1898,15962,12370,13546,20380,21252,2588,9074,9510,13360,3596,13214,4828,9290,16476,17218,17184,28112,28120,24256,32210,32220,12482,17852,13494,21636,0,15924,16208,0,0,4648,6050,7682,7076,7660,0,0,5968,6532,18132,0,0,19604,20724,20736,0,0,0,0,20762,28134,25832,32272,FastObs
1235,3675,2325,29290,13590,14745,29350,0,1980,4715,10260,17990,3285,16125,4355,6215,10740,13770,11485,18330,0,0,0,0,16110,19750,0,0,0,0,0,0,0,7945,25485,0,0,0,0,0,9425,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1180,3465,2480,16025,8875,16090,23405,24875,1950,10140,13015,13135,3020,24755,4045,5935,14485,15985,15770,0,0,21595,0,0,12755,18600,14160,17215,25340,17945,15700,0,0,5270,7830,0,7875,8510,0,0,6800,7355,21535,0,0,22995,0,0,0,0,0,0,0,0,0,0,FastObs
1240,3785,2430,8415,7000,10975,12080,15575,2035,7700,12965,14875,3255,14085,4265,0,8280,9295,14245,23850,22525,18970,28540,27760,4530,14205,5955,7255,8820,0,9940,0,0,26825,0,0,0,0,0,0,28595,29175,19795,26860,0,21355,22565,22605,0,0,0,0,20705,30285,25355,0,FastDT
1250,3485,2505,17615,12565,17305,26810,29380,2015,5795,15330,15405,3045,8375,4045,4390,13745,16030,15385,33895,15345,21460,38095,37070,15420,17115,17550,21635,22770,21445,23875,0,0,5275,6640,7345,6720,7515,0,0,8225,8795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1220,3805,2320,17805,6365,11035,15235,18045,1920,7735,8435,11705,3225,11335,4235,4350,12100,14330,13075,17270,31470,21415,22805,37510,13120,14480,17330,32145,33720,40140,0,0,0,7960,12370,0,0,0,0,0,9335,9895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1240,3715,2545,26770,10795,20380,0,0,2015,6100,8755,14110,3325,9250,4325,5570,0,0,0,0,0,0,0,0,11305,12910,17460,21635,22700,0,18770,0,0,4640,9150,0,0,0,0,0,6020,6745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1315,3775,2650,0,23180,0,0,0,2145,8050,10390,13825,3285,12985,4305,8805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5085,6405,7230,6470,7140,0,0,8020,8860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1335,3755,2655,11700,9215,20955,27865,0,2075,6125,9085,12620,3230,15155,4530,6525,13330,14470,0,0,0,0,0,0,5080,16745,6385,19820,23535,19245,7495,0,0,9985,15220,0,0,0,0,0,11360,11995,24420,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1200,3445,2410,20875,11020,17945,23430,25475,2065,5860,12075,13090,3125,11985,4135,5640,15620,16320,17025,33070,34980,22285,0,36240,10420,12005,19900,22230,0,21515,26100,0,0,5130,17105,28750,26535,0,0,0,6680,7225,0,0,0,0,0,0,0,0,0,0,0,34965,0,0,FastObs
1220,3450,2465,0,11755,12380,0,0,2150,8005,15235,15645,3160,16365,4185,5315,0,0,0,0,0,0,0,0,12285,16005,13915,0,0,22480,15150,0,0,4550,6260,0,6865,7415,0,0,6140,12485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1235,3645,2615,15200,13340,17620,0,0,2055,6610,7500,13235,3150,5915,4235,5770,16410,18550,17330,22045,0,0,0,0,8340,9455,13985,17400,18350,0,18400,0,0,4705,10230,0,0,0,0,0,6060,6645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1170,3180,4930,15835,12590,17000,21315,30555,1905,2590,7785,15730,5260,2935,6360,7475,15800,17210,16585,0,0,24770,0,0,14230,16460,20345,21715,22950,0,0,0,0,7120,10095,0,0,0,0,0,8615,9325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1205,3610,2495,19350,14945,24490,25640,31195,1940,9435,10770,13145,3155,12875,4175,7240,17680,18950,19205,23300,0,28400,0,0,13570,15715,23360,34985,36685,0,25510,0,0,4605,5940,11330,6090,6775,0,0,6070,9180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1230,2864,1740,29300,9532,12972,19324,20176,2466,11866,15168,16380,3558,16964,4542,0,13776,15274,15902,0,0,0,0,0,15886,18914,0,0,0,0,0,0,0,4648,7078,8570,6736,7886,0,0,5942,6484,15428,16896,0,25296,26594,0,0,0,0,0,28214,0,0,0,FastObs
1430,3260,2545,16480,8515,19130,26945,27460,2030,7435,11780,12795,3910,3050,4950,5380,17980,21150,0,0,0,0,0,0,13770,16805,15335,21980,23500,32560,16370,0,0,7405,10440,0,0,0,0,0,9000,9760,20990,0,0,22985,24110,24100,0,0,0,0,28640,0,0,0,FastObs
1205,3405,2275,19425,15915,21930,31955,0,2015,7620,7845,8940,3130,9225,5260,4890,21450,22145,22250,0,0,27275,0,0,10075,14930,11165,19540,21225,21195,12275,0,0,4145,5455,29565,27335,0,0,0,5770,6335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1205,3635,2535,0,5260,0,0,0,2130,7615,8485,8675,3310,3795,4375,5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1178,3478,2386,27726,11332,19148,20714,25650,1874,5202,9086,12594,3050,11716,4070,5906,12474,14232,15092,0,0,30242,0,0,11234,12426,16216,23868,0,18804,18754,0,0,4946,9628,0,0,0,0,0,6280,6874,30358,0,0,32718,0,0,0,0,0,0,0,0,0,0,FastObs
1238,3606,1862,0,11168,19592,0,0,2356,9188,15312,17856,3414,14852,4460,9006,12212,14344,0,0,0,0,0,0,15558,16750,16728,0,0,0,18628,0,0,4426,5712,12306,6074,7004,0,0,5730,6288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1192,3428,2266,0,18156,0,0,0,2072,4716,8598,12286,3120,7928,4144,4382,0,0,0,0,0,0,0,0,9006,10260,10304,17426,19250,20624,13510,0,0,5510,7384,0,0,0,0,0,6824,7670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1235,3625,2450,17465,10660,25150,0,0,1945,6270,8275,12210,3150,7320,4395,6005,14530,15400,16965,0,0,0,0,0,11455,12600,17020,24485,0,0,21040,0,0,5950,7290,0,0,0,0,0,7525,8110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1180,3700,2350,2760,9115,11200,20875,0,1915,5350,12360,14115,3240,12785,4290,4440,15585,17010,17470,0,0,21580,0,0,5935,13285,7050,12255,17235,11830,8115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1195,3445,2455,0,16795,0,0,0,1950,8375,10990,14830,3095,12515,4090,5750,0,0,0,0,0,0,0,0,11025,12085,13720,17545,18360,0,22205,0,0,4670,6020,0,6540,7200,0,0,8625,9225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1210,4015,2300,0,9570,10930,17185,24735,1955,3660,15290,20400,3055,8120,4280,6830,11780,20375,20510,0,0,0,0,0,10510,11580,15095,18465,0,18495,17315,0,0,6290,8135,0,12010,12940,0,0,7730,8290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1190,3280,2310,15455,8760,12685,17635,19975,1910,5720,10520,12650,2945,8600,4240,6625,12955,13715,26385,42895,0,0,0,0,15725,16750,18695,20355,21655,29345,25280,0,0,5665,8595,0,0,0,0,0,7000,7570,26780,0,0,30860,36130,0,0,0,0,0,39740,0,0,0,FastObs
1275,3795,2655,14095,8995,12045,18880,25895,2065,6500,10340,12950,3240,10790,4365,4740,17775,18770,19420,19800,28905,23965,24040,32950,10390,11475,12520,21060,22920,21160,13980,0,0,6135,12990,0,0,0,0,0,7455,8080,30140,47190,0,31815,33010,40935,0,0,0,0,32985,51675,37215,0,FastObs
1280,3670,2425,12715,7130,15360,24145,0,2035,8310,11305,15820,3225,3410,4215,7760,13800,14860,14625,27385,0,20240,0,0,11365,12920,12950,15865,0,15885,15095,0,0,5630,9360,0,0,0,0,0,7090,7655,20390,0,0,21860,23255,24250,0,0,0,0,0,0,0,0,FastObs
1275,3725,2645,12140,9165,13430,18220,23270,2075,7500,16680,17620,3240,3400,4240,6485,12970,14635,13850,18580,27320,18160,23165,33385,12205,17470,13320,17575,20265,15830,14475,33215,33335,5670,10530,21315,20765,0,0,0,7090,8010,32310,0,0,0,0,0,33550,0,0,0,33455,0,0,0,FastObs
1275,3805,2490,11965,10980,11770,13020,27835,2080,5510,14125,14385,3275,15630,4300,10815,9325,10695,13100,0,0,17845,0,0,4995,14415,6015,14470,15490,25315,7080,0,0,7345,25195,0,0,0,0,0,8890,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1210,3580,2515,0,0,0,0,0,1960,0,0,0,3110,6375,4115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4525,5850,0,6265,6850,0,0,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1270,3740,2520,22290,13710,18760,0,0,2165,6770,12500,12965,3205,12150,4220,5640,20045,21055,0,0,0,0,0,0,14825,0,0,0,0,0,0,0,0,4795,12175,0,0,0,0,0,6210,6900,0,0,0,0,0,0,0,0,0,0,20195,0,0,0,FastObs
1255,3695,2595,17100,11615,18330,27105,0,2040,7410,12030,12670,3140,13785,4135,7420,18270,19435,19640,0,0,0,0,0,15705,16755,17055,18570,24985,18645,25785,0,0,4790,6110,0,6280,6845,0,0,9740,10565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1285,3695,2585,18315,8010,11800,15895,16205,2020,6855,9200,9605,3190,12065,4235,6070,17260,18350,18565,22790,0,18645,23905,0,10210,11900,0,0,0,0,0,0,0,4760,8105,0,0,0,0,0,6060,6620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1185,3200,2445,0,0,0,0,0,1875,2675,7520,0,0,2870,0,0,5020,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
1295,3715,2555,0,6590,0,0,0,2085,7520,8450,0,3145,0,4195,5005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1255,3615,2345,15395,11630,18175,19170,22735,1940,5185,13890,15490,3060,15830,4055,4260,16570,18030,17360,0,0,0,0,0,13975,15190,0,0,0,0,0,0,0,8560,14755,0,0,0,0,0,9940,10500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1305,3720,2640,20115,9280,19180,21685,0,2025,9960,10355,12635,3210,19970,4250,8275,0,0,0,0,0,0,0,0,12580,14290,0,0,0,0,0,0,0,4920,6260,0,6675,7220,0,0,9485,11675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1280,4690,2590,2835,8960,12080,0,0,2060,4360,7445,7580,3450,11265,4580,4960,13245,14730,0,0,0,0,0,0,10150,11135,13375,15470,0,0,0,0,0,6620,8290,0,0,0,0,0,8245,9110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1320,4305,2610,0,0,0,0,0,1985,3685,0,0,3115,0,4105,0,0,0,0,0,0,0,0,0,5335,0,6580,0,0,0,7650,0,0,5860,7325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1220,3505,2475,0,0,0,0,0,1935,5690,0,0,3040,0,4095,6410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,6680,7280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1255,3705,2585,17520,13675,14610,24995,26435,2150,6820,11615,17655,3245,15575,4440,12425,8990,10195,16405,18595,0,21675,0,0,5050,15355,6940,18075,18995,22490,7950,0,0,5970,7295,0,0,0,0,0,11365,11970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastDT
1240,3290,2545,18250,13565,15310,0,0,1990,7725,21075,0,4330,2980,5335,5850,0,0,0,0,0,0,0,0,14040,20700,16755,0,0,0,18180,0,0,5350,6735,0,7520,8160,0,0,6775,7420,18050,0,0,19275,20665,20720,0,0,0,0,19200,0,23780,0,FastObs
1230,3630,2485,15385,7565,13810,21085,0,1935,6190,8935,10310,3140,11320,5400,4885,14960,16415,18890,18895,18915,22955,22945,22980,9865,11015,15335,19350,0,16925,0,0,0,4350,7825,0,0,0,0,0,5755,6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1275,3825,2570,11940,8200,8600,15310,17450,2015,6200,9095,9360,3245,11090,5430,4935,13785,14770,15080,15085,15090,19135,19140,19145,10075,11200,15055,17890,24140,17330,0,0,0,4510,14265,0,0,0,0,0,5855,6410,20175,0,0,23125,24905,26905,0,0,0,0,21695,26960,25840,0,FastObs
1270,3585,2380,0,11445,0,0,0,1965,8005,0,0,3235,5210,4510,0,0,0,0,0,0,0,0,0,7675,0,9195,0,0,0,10315,0,0,4335,5660,0,6230,7120,0,0,11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1248,3742,2612,22854,9600,13480,17778,19490,2088,5248,9930,14002,3282,13304,4312,4358,12298,14450,15642,28396,0,17602,0,0,12808,13850,0,0,0,0,0,0,0,6232,16070,0,0,0,0,0,7690,8528,27474,0,0,28772,30060,30050,0,0,0,0,0,0,0,0,FastObs
1230,3880,2565,16105,12535,16415,21310,0,2200,6060,7590,17760,3695,3260,4785,13550,9240,11035,26935,0,0,0,0,0,7090,8210,10080,12800,13605,14200,11080,0,0,4695,6960,0,0,0,0,0,6005,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1202,3552,2480,13584,8336,12960,18854,20546,2008,5212,10954,16084,3124,13876,4126,4176,12184,13364,13556,19796,24522,32754,0,0,12874,13902,27862,35736,0,32706,36656,0,0,6030,8872,0,0,0,0,0,7688,8256,26004,0,0,27316,28646,28324,46038,47850,47926,0,46968,46934,0,0,FastObs
1160,3375,2585,0,8835,10400,18245,0,2090,6255,11575,11790,4115,3175,5195,5235,0,0,0,0,0,0,0,0,12205,15160,0,0,0,0,0,0,0,7200,10710,0,0,0,0,0,8530,9115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1135,3240,2350,12060,7395,9855,16375,17520,1865,5745,10640,11395,2910,12085,3925,8255,18285,19370,20015,20760,0,24095,24810,0,5610,12115,6725,15410,16645,15870,7740,0,0,5000,7055,0,0,0,0,0,8045,9975,20780,0,0,0,0,0,0,0,0,0,20790,0,0,0,FastObs
1260,3555,2595,14715,6635,8260,9530,15345,1985,7080,9870,10855,3050,12685,4065,7560,14260,17215,17190,19345,19355,22060,23795,23810,11595,13190,19380,21615,31755,43100,41185,0,0,5065,28365,29430,28455,0,0,0,6365,7480,49250,0,0,51850,52925,52975,0,0,0,0,0,0,0,0,FastObs
1425,3670,2225,18640,7035,16670,0,0,2015,7370,7955,11495,3240,21710,4310,4915,10575,12950,12500,17305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1205,3515,2555,18060,7725,13720,19275,0,1965,6550,9330,14795,3235,14760,4305,5895,12475,21680,13310,19870,0,0,0,0,12420,15415,22320,24365,25340,0,23495,0,0,4730,14920,0,0,0,0,0,6175,6745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1280,3710,2690,3140,11335,16500,0,0,2360,6895,9100,11820,3540,8820,4795,5030,0,0,0,0,0,0,0,0,5900,12690,13845,0,0,0,16060,0,0,6655,8790,0,0,0,0,0,8300,9645,16685,0,0,17870,19240,0,0,0,0,0,0,0,0,0,FastLegs
1260,3840,2614,21004,6908,10260,11142,15148,2054,7168,8872,13128,3312,14310,4378,4440,8510,11724,14164,19360,23414,30374,41736,0,13370,14442,25850,28488,46570,27652,49912,0,0,6098,31714,0,0,0,0,0,7398,7966,27104,0,0,28254,29252,29278,0,0,0,0,34658,34602,41886,41848,FastObs
1266,3636,2600,16498,9420,10302,16860,20938,2040,7996,13738,14360,3296,6590,4334,7606,14894,15600,16422,16430,28714,22626,22634,0,12484,13700,15338,19260,0,19386,18588,0,0,4690,5976,0,6142,6994,0,0,7756,9812,16312,0,0,22692,23968,26438,0,0,0,0,17404,28160,25798,33844,ReaverDrop
1258,3640,2546,22924,9058,9576,10290,11098,2038,6090,12332,17428,3166,16850,4238,6402,11154,14990,16502,20558,26844,35252,0,0,15744,16808,28936,31062,0,30706,0,0,0,4648,12748,15414,14616,0,0,0,5992,6540,21428,23224,27788,25154,26186,26198,0,0,0,0,0,0,0,0,FastObs
1275,3745,2600,11520,8860,10445,13865,17295,2200,7640,11585,12475,3295,14555,4365,10690,14030,17980,15605,0,0,0,0,0,5815,14685,6925,16050,0,16265,7950,0,0,5235,7050,0,0,0,0,0,8115,8950,18500,0,0,20135,0,0,0,0,0,0,18970,0,0,0,FastObs
1290,3535,2430,15980,10600,11170,16040,21495,1980,5270,8070,14525,3145,8285,4135,4300,15805,16695,17035,0,0,0,0,0,12290,13745,15165,17945,0,17935,19845,0,0,7715,9045,0,0,0,0,0,9380,10115,18900,0,0,20205,22195,22740,0,0,0,0,0,0,0,0,FastObs
1210,3915,2625,0,0,0,0,0,2285,8095,11255,0,3365,10270,4605,5850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4955,6250,0,6650,7315,0,0,9730,10360,12810,0,0,0,0,0,0,0,0,0,0,0,0,0,ReaverDrop
1220,3530,2385,8415,6830,13570,14730,21260,1975,8150,8565,11160,3075,12260,5415,7115,12045,12870,14470,0,22880,36760,0,0,10630,11805,13650,15210,0,14760,15185,0,0,4330,11410,13755,11880,0,0,0,5700,6375,17290,0,0,18870,20350,20365,0,0,0,0,0,0,0,0,FastObs
1236,3626,2544,18396,9728,10464,15244,18958,1996,6964,8582,10846,3146,14300,4254,4660,17620,18550,18528,22618,0,0,0,0,13182,14718,18276,0,0,0,30262,0,0,6060,14310,0,0,0,0,0,7380,7928,29188,0,0,32214,33264,33296,0,0,0,0,0,0,0,0,FastObs
1395,4190,2330,2715,14085,23690,28195,0,2010,5645,17550,18525,3385,19740,4490,12300,8045,9205,0,0,0,0,0,0,5405,15960,6400,0,0,0,7450,0,0,7330,12830,0,8665,11380,0,0,14570,15770,24715,0,0,26060,27285,27325,0,0,0,0,5005,0,7220,0,FastDT
1305,4905,3700,0,2830,0,0,0,3385,5935,8420,8555,4390,9535,5420,6465,12365,0,0,0,0,0,0,0,6860,10855,8125,10295,0,9475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastExpand
1325,3945,2385,15710,7415,13215,28075,0,1995,7000,8080,12060,3200,11585,4320,9970,10840,12270,14535,0,0,0,0,0,14495,16315,19405,0,0,0,26655,0,0,4850,10415,0,0,0,0,0,6210,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1285,3585,2285,19085,9765,13390,17965,21475,1890,6800,12775,15080,3095,14000,4165,4345,12645,13650,0,0,0,0,0,0,12945,16490,14370,0,0,0,15430,0,0,5985,13885,0,0,0,0,0,7510,8230,23270,0,0,24465,25560,25640,0,0,0,0,0,0,0,0,FastObs
1235,3490,2465,17495,9965,16255,21565,0,1945,5240,10965,11975,3145,10365,4205,5310,14550,17050,15760,0,0,0,0,0,11660,12780,17435,18875,21200,18855,0,0,0,4595,8550,10390,9455,10170,0,0,6050,6635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1315,3625,2630,18730,9995,10560,16105,16605,2055,6185,11500,11875,3165,8670,4215,5880,20160,21195,22510,0,0,0,0,0,12760,13920,28050,0,0,30170,0,0,0,4795,8805,0,0,0,0,0,6235,6795,18940,0,0,20810,22010,23040,0,0,0,0,19000,0,0,0,FastObs
1305,2905,2515,12320,8255,13595,16655,21540,2270,9765,10490,13355,3460,8840,4635,5235,10940,12375,18235,0,0,0,0,0,9685,10720,11260,15590,19685,12875,0,0,0,4505,8820,0,0,0,0,0,6015,6680,20920,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1280,3670,2645,13300,10090,19415,33165,39045,2050,6040,11555,22580,3210,13020,4220,4500,22825,23600,0,0,0,0,0,0,13000,14180,14085,23095,24655,37425,15560,0,0,5725,8010,8925,7760,8440,0,0,7235,8045,13215,24515,0,15310,18240,0,0,0,0,0,0,0,0,0,FastObs
1270,3985,2465,10610,9180,15160,17835,18540,2045,6715,7155,12930,3360,11765,4420,5930,17270,23635,18885,20735,0,24205,27420,0,9710,16730,11270,12485,19920,12405,13500,0,0,5575,11535,0,0,0,0,0,6940,7520,26155,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1250,3785,2480,12070,8915,13520,15895,19250,2075,6275,9790,14070,3345,12880,4590,7780,17125,17885,18220,20020,0,0,0,0,5935,16665,7035,12615,0,12530,8145,0,0,4525,7235,0,0,0,0,0,9255,9840,19670,0,0,25520,27420,27465,0,0,0,0,0,0,0,0,FastObs
1280,3720,2500,23840,8705,11800,17490,24690,2025,6400,9950,10370,3255,11890,4350,5960,22930,26020,23745,25570,0,0,0,0,12960,14345,23805,25880,34795,25050,25265,0,0,5305,11100,0,0,0,0,0,6865,8040,26970,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
1195,3525,2505,17420,8870,13790,14725,0,1955,6530,11600,18290,3170,12850,4180,4460,16250,17070,0,0,0,0,0,0,11995,14475,16940,0,0,0,0,0,0,5790,9725,0,0,0,0,0,7105,7910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FastObs
